Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2024-12504,2024-12-21,2024-12-27,Standard Class,CG-1197,Karen White #3,Home Office,East,Ohio,Furniture,Furnishings,DAX Metal Frame,794.78,14,0.0,112.54
US-2024-12505,2024-09-16,2024-09-16,Same Day,CG-1304,Michael Thomas #3,Consumer,Central,Michigan,Technology,Machines,Fellowes Shredder,2530.71,13,0.1,204.74
US-2024-12506,2024-02-21,2024-02-27,Standard Class,CG-1208,James Wilson #3,Home Office,Central,Missouri,Office Supplies,Fasteners,Staple remover,36.32,8,0.0,7.4
US-2021-12507,2021-09-16,2021-09-19,Second Class,CG-1051,Michael Thomas #7,Home Office,East,Georgia,Technology,Accessories,Logitech Keyboard,1195.35,13,0.0,293.82
US-2021-12508,2021-02-08,2021-02-14,Standard Class,CG-1623,Michael Thomas #4,Consumer,West,Arizona,Technology,Phones,Samsung Galaxy Tab,9916.9,14,0.0,2418.3
US-2023-12509,2023-02-14,2023-02-21,Standard Class,CG-1525,William Taylor #8,Corporate,South,Alabama,Furniture,Furnishings,Office Star Chair Mat,268.35,14,0.45,-71.44
US-2023-12510,2023-09-23,2023-09-30,Standard Class,CG-1441,Robert Johnson #8,Consumer,East,Florida,Technology,Accessories,HP Mouse,346.64,7,0.0,89.29
US-2022-12511,2022-12-23,2022-12-28,Standard Class,CG-1199,Linda Martinez #7,Consumer,East,Georgia,Technology,Machines,HP LaserJet Printer,3925.5,6,0.0,679.63
US-2022-12512,2022-07-24,2022-07-27,Second Class,CG-1415,James Wilson #2,Consumer,Central,Missouri,Furniture,Chairs,Global Troy Chair,960.25,3,0.15,77.27
US-2024-12513,2024-10-03,2024-10-09,Standard Class,CG-1654,Linda Martinez #8,Corporate,West,Oregon,Furniture,Tables,Bretford Rectangular Table,2121.32,4,0.0,347.92
US-2021-12514,2021-12-26,2022-01-02,Standard Class,CG-1311,Michael Thomas #5,Consumer,Central,Texas,Technology,Phones,iPhone Accessories Kit,1411.2,10,0.2,153.58
US-2023-12515,2023-05-02,2023-05-05,Second Class,CG-1074,Susan Jackson 3,Consumer,East,Florida,Office Supplies,Labels,Avery Address Labels,230.7,10,0.0,94.82
US-2021-12516,2021-07-01,2021-07-05,Second Class,CG-1398,Maria Garcia #2,Consumer,South,North Carolina,Furniture,Chairs,Global Troy Chair,514.44,2,0.0,115.35
US-2024-12517,2024-08-22,2024-08-29,Standard Class,CG-1567,Robert Johnson #5,Corporate,West,California,Furniture,Furnishings,Eldon Shelf,40.54,1,0.0,9.96
US-2021-12518,2021-12-09,2021-12-13,Second Class,CG-1764,David Moore #7,Consumer,East,New Jersey,Furniture,Bookcases,Sauder Classic Bookcase,87.37,1,0.0,10.76
US-2023-12519,2023-02-19,2023-02-25,Standard Class,CG-1354,David Moore #4,Consumer,West,Washington,Furniture,Bookcases,Sauder Classic Bookcase,3202.43,11,0.0,537.88
US-2023-12520,2023-03-03,2023-03-06,Second Class,CG-1769,Jennifer Lee #8,Consumer,West,Washington,Office Supplies,Envelopes,Poly String Clasp Env,175.3,10,0.0,58.36
US-2023-12521,2023-01-19,2023-01-26,Standard Class,CG-1535,William Taylor #1,Consumer,West,Arizona,Technology,Machines,Fellowes Shredder,792.0,4,0.0,133.28
US-2023-12522,2023-02-21,2023-02-23,First Class,CG-1254,Robert Johnson #4,Consumer,East,Ohio,Office Supplies,Fasteners,Staple remover,75.06,9,0.0,23.31
US-2021-12523,2021-08-17,2021-08-21,Second Class,CG-1098,Karen White #4,Consumer,West,Nevada,Technology,Accessories,Plantronics Headset,926.67,12,0.15,157.29
US-2024-12524,2024-09-26,2024-10-02,Standard Class,CG-1333,Patricia Anderson #9,Consumer,East,Georgia,Technology,Phones,Motorola Smart Phone,1188.33,4,0.15,239.25
US-2023-12525,2023-01-26,2023-02-02,Standard Class,CG-1590,Linda Martinez #8,Consumer,South,North Carolina,Furniture,Tables,Bretford Rectangular Table,3404.04,6,0.0,679.79
US-2024-12526,2024-01-25,2024-02-01,Standard Class,CG-1139,Michael Thomas #3,Consumer,East,Florida,Office Supplies,Art,Dixon Ticonderoga,7.41,1,0.0,3.32
US-2021-12527,2021-11-14,2021-11-14,Same Day,CG-1307,Maria Garcia #5,Corporate,Central,Texas,Technology,Accessories,Belkin USB Cables,199.6,8,0.0,38.52
US-2024-12528,2024-12-16,2024-12-18,First Class,CG-1550,Jennifer Lee #1,Corporate,Central,Minnesota,Furniture,Furnishings,Eldon Shelf,68.36,2,0.0,11.49
US-2023-12529,2023-08-08,2023-08-15,Standard Class,CG-1338,Jennifer Lee #6,Corporate,South,Louisiana,Office Supplies,Paper,Xerox 1967,532.38,11,0.3,106.64
US-2024-12530,2024-12-26,2024-12-30,Second Class,CG-1210,James Wilson #7,Consumer,Central,Michigan,Technology,Machines,HP LaserJet Printer,1175.76,3,0.0,382.54
US-2023-12531,2023-11-26,2023-11-26,Same Day,CG-1619,Susan Jackson #5,Consumer,West,Arizona,Technology,Phones,Motorola Smart Phone,4476.12,12,0.0,1255.28
US-2021-12532,2021-06-13,2021-06-16,Second Class,CG-1710,Robert Johnson #8,Consumer,East,Pennsylvania,Furniture,Chairs,Global Troy Chair,2790.7,10,0.0,147.75
US-2024-12533,2024-08-26,2024-08-27,First Class,CG-1180,Patricia Anderson #1,Consumer,West,Colorado,Technology,Phones,Cisco IP Phone,2372.4,6,0.0,552.85
US-2024-12534,2024-10-20,2024-10-25,Standard Class,CG-1392,John Smith #9,Home Office,West,Washington,Furniture,Chairs,Mesh Office Chair,2901.6,9,0.0,446.26
US-2021-12535,2021-02-15,2021-02-22,Standard Class,CG-1571,William Taylor #9,Corporate,Central,Illinois,Office Supplies,Binders,Avery Non-Stick Binder,160.3,7,0.0,48.11
US-2023-12536,2023-05-07,2023-05-09,First Class,CG-1217,David Moore #4,Home Office,West,California,Office Supplies,Storage,Iris Stacking Drawers,939.72,12,0.0,428.61
US-2021-12537,2021-11-23,2021-11-30,Standard Class,CG-1583,Jennifer Lee #6,Home Office,South,North Carolina,Office Supplies,Art,Avery Flip-Chart Markers,206.64,12,0.0,102.29
US-2024-12538,2024-12-17,2024-12-21,Second Class,CG-1730,Karen White #4,Corporate,West,Arizona,Technology,Phones,Samsung Galaxy Tab,11005.26,14,0.0,2967.87
US-2022-12539,2022-02-13,2022-02-20,Standard Class,CG-1769,John Smith #5,Corporate,East,Georgia,Technology,Phones,iPhone Accessories Kit,191.9,2,0.0,33.13
US-2022-12540,2022-03-28,2022-04-03,Standard Class,CG-1352,Robert Johnson #8,Corporate,East,Florida,Technology,Phones,Cisco IP Phone,528.49,3,0.15,28.15
US-2024-12541,2024-03-03,2024-03-10,Standard Class,CG-1775,Patricia Anderson #2,Consumer,West,Arizona,Technology,Phones,Samsung Galaxy Tab,6737.5,14,0.0,2141.06
US-2022-12542,2022-04-05,2022-04-12,Standard Class,CG-1611,James Wilson #1,Consumer,West,Washington,Furniture,Chairs,HON Executive Chair,5263.4,10,0.0,1155.06
US-2023-12543,2023-02-13,2023-02-16,Second Class,CG-1049,Karen White #9,Consumer,Central,Illinois,Office Supplies,Binders,Cardinal HOLDit Binder,116.64,8,0.0,33.21
US-2022-12544,2022-01-23,2022-01-27,Second Class,CG-1590,James Wilson #7,Corporate,West,Washington,Technology,Phones,Motorola Smart Phone,1769.74,7,0.0,278.09
US-2024-12545,2024-12-08,2024-12-14,Standard Class,CG-1600,Robert Johnson #5,Consumer,Central,Indiana,Office Supplies,Paper,Xerox 1967,94.41,3,0.0,24.63
US-2024-12546,2024-12-10,2024-12-15,Standard Class,CG-1529,Patricia Anderson #8,Consumer,East,New Jersey,Furniture,Furnishings,Office Star Chair Mat,334.9,10,0.0,31.83
US-2022-12547,2022-05-20,2022-05-26,Standard Class,CG-1094,Karen White #5,Consumer,Central,Texas,Office Supplies,Binders,GBC DocuBind,219.31,7,0.0,67.59
US-2022-12548,2022-07-21,2022-07-27,Standard Class,CG-1743,Karen White #5,Home Office,East,New York,Technology,Machines,Fellowes Shredder,1364.58,6,0.0,400.26
US-2023-12549,2023-06-21,2023-06-26,Standard Class,CG-1534,David Moore #1,Consumer,East,New Jersey,Office Supplies,Binders,Avery Non-Stick Binder,8.32,1,0.0,1.93
US-2021-12550,2021-07-27,2021-07-31,Second Class,CG-1362,John Smith #5,Home Office,Central,Texas,Furniture,Bookcases,Bush Saratoga Bookcase,1761.05,12,0.4,-308.83
US-2024-12551,2024-06-21,2024-06-26,Standard Class,CG-1651,David Moore #8,Corporate,Central,Minnesota,Furniture,Bookcases,Bush Saratoga Bookcase,2286.02,11,0.0,516.53
US-2022-12552,2022-11-01,2022-11-06,Standard Class,CG-1770,James Wilson #2,Home Office,West,Arizona,Office Supplies,Paper,Xerox 1967,411.44,7,0.15,93.14
US-2022-12553,2022-04-24,2022-04-24,Same Day,CG-1573,John Smith #1,Consumer,West,Arizona,Office Supplies,Labels,Avery Shipping Labels,223.02,14,0.0,68.36
US-2021-12554,2021-03-14,2021-03-18,Second Class,CG-1644,Maria Garcia #1,Consumer,West,Washington,Office Supplies,Envelopes,Recycled Mailers,157.52,8,0.0,41.1
US-2021-12555,2021-12-19,2021-12-24,Standard Class,CG-1450,James Wilson #2,Corporate,West,California,Furniture,Chairs,Global Troy Chair,2220.37,11,0.1,119.16
US-2024-12556,2024-08-01,2024-08-07,Standard Class,CG-1191,David Moore 1,Corporate,West,Oregon,Office Supplies,Art,Avery Flip-Chart Markers,49.39,4,0.3,0.79
US-2023-12557,2023-12-10,2023-12-12,First Class,CG-1567,Robert Johnson #9,Home Office,East,New Jersey,Technology,Copiers,Canon imageCLASS,12294.96,8,0.0,3195.13
US-2022-12558,2022-02-20,2022-02-27,Standard Class,CG-1433,William Taylor #6,Corporate,Central,Minnesota,Furniture,Chairs,HON Executive Chair,8380.45,13,0.0,1762.16
US-2021-12559,2021-07-05,2021-07-07,First Class,CG-1048,David Moore #5,Consumer,West,Oregon,Office Supplies,Supplies,Acme Stapler,465.75,9,0.0,139.38
US-2021-12560,2021-12-24,2021-12-28,Second Class,CG-1442,Maria Garcia #1,Consumer,West,Arizona,Furniture,Tables,Bevis Conference Table,828.38,1,0.0,69.69
US-2023-12561,2023-03-21,2023-03-26,Standard Class,CG-1345,Susan Jackson #2,Corporate,West,Arizona,Furniture,Tables,Bevis Conference Table,506.09,3,0.45,-79.84
US-2021-12562,2021-09-28,2021-09-29,First Class,CG-1500,Linda Martinez #1,Corporate,Central,Illinois,Furniture,Tables,Bretford Rectangular Table,625.1,1,0.0,152.62
US-2022-12563,2022-11-26,2022-12-03,Standard Class,CG-1595,William Taylor #2,Consumer,South,Tennessee,Technology,Copiers,Xerox WorkCentre,15294.58,7,0.0,4958.47
US-2023-12564,2023-11-01,2023-11-02,First Class,CG-1446,Susan Jackson #2,Home Office,East,New York,Furniture,Furnishings,Office Star Chair Mat,668.98,13,0.0,70.56
US-2022-12565,2022-12-17,2022-12-23,Standard Class,CG-1434,Susan Jackson #6,Corporate,East,Florida,Furniture,Tables,Riverside Folding Table,2147.53,11,0.0,284.83
US-2024-12566,2024-09-20,2024-09-26,Standard Class,CG-1692,William Taylor #2,Consumer,West,Nevada,Technology,Copiers,Canon imageCLASS,9686.6,5,0.0,1536.08
US-2021-12567,2021-09-11,2021-09-17,Standard Class,CG-1667,Linda Martinez #3,Corporate,Central,Texas,Office Supplies,Labels,Avery Address Labels,56.25,5,0.0,17.95
US-2024-12568,2024-12-13,2024-12-14,First Class,CG-1243,Michael Thomas #4,Corporate,East,New Jersey,Furniture,Bookcases,Bush Saratoga Bookcase,2027.15,8,0.15,-66.46
US-2022-12569,2022-07-15,2022-07-20,Standard Class,CG-1447,Karen White #9,Consumer,West,California,Furniture,Bookcases,Bush Saratoga Bookcase,744.44,4,0.0,143.79
US-2021-12570,2021-03-03,2021-03-09,Standard Class,CG-1319,Maria Garcia #5,Consumer,East,Pennsylvania,Technology,Accessories,Plantronics Headset,1472.16,8,0.0,436.64
US-2023-12571,2023-11-12,2023-11-14,First Class,CG-1414,Michael Thomas #4,Corporate,Central,Missouri,Office Supplies,Art,Sanford Colorific Pencils,142.35,13,0.0,53.77
US-2021-12572,2021-08-01,2021-08-08,Standard Class,CG-1106,Michael Thomas #6,Consumer,East,Florida,Technology,Accessories,Logitech Keyboard,840.87,9,0.0,249.87
US-2021-12573,2021-12-17,2021-12-22,Standard Class,CG-1539,Robert Johnson #7,Consumer,South,Tennessee,Office Supplies,Binders,GBC DocuBind,479.2,5,0.0,122.38
US-2022-12574,2022-02-09,2022-02-12,Second Class,CG-1136,Robert Johnson #4,Consumer,South,Louisiana,Furniture,Furnishings,Eldon Shelf,317.1,10,0.0,27.9
US-2021-12575,2021-08-10,2021-08-17,Standard Class,CG-1189,Karen White #8,Corporate,West,Colorado,Furniture,Tables,Bevis Conference Table,2683.76,11,0.3,-373.0
US-2024-12576,2024-03-18,2024-03-19,First Class,CG-1076,Patricia Anderson #6,Consumer,Central,Indiana,Furniture,Tables,Bretford Rectangular Table,4839.36,8,0.0,341.92
US-2022-12577,2022-12-12,2022-12-15,Second Class,CG-1743,Jennifer Lee #9,Consumer,West,Washington,Technology,Copiers,Xerox WorkCentre,1957.83,1,0.15,87.19
US-2021-12578,2021-07-05,2021-07-11,Standard Class,CG-1090,Michael Thomas #8,Corporate,East,New York,Furniture,Furnishings,DAX Metal Frame,341.1,9,0.0,33.99
US-2022-12579,2022-09-17,2022-09-22,Standard Class,CG-1188,Jennifer Lee #9,Corporate,East,New Jersey,Technology,Machines,Fellowes Shredder,3240.12,13,0.0,1064.55
US-2024-12580,2024-02-19,2024-02-26,Standard Class,CG-1523,Michael Thomas #2,Home Office,East,Georgia,Furniture,Tables,Riverside Folding Table,1979.9,13,0.0,349.39
US-2021-12581,2021-12-11,2021-12-18,Standard Class,CG-1038,Maria Garcia #5,Consumer,Central,Illinois,Technology,Phones,Motorola Smart Phone,225.81,1,0.0,51.29
US-2021-12582,2021-10-28,2021-11-02,Standard Class,CG-1515,Patricia Anderson #7,Home Office,West,Nevada,Technology,Accessories,Logitech Keyboard,321.86,4,0.2,25.52
US-2024-12583,2024-03-18,2024-03-22,Second Class,CG-1625,William Taylor #6,Consumer,Central,Missouri,Office Supplies,Storage,Iris Stacking Drawers,188.3,7,0.0,80.48
US-2022-12584,2022-10-14,2022-10-21,Standard Class,CG-1425,Michael Thomas #4,Corporate,West,Oregon,Office Supplies,Labels,Avery Address Labels,173.3,10,0.0,84.47
US-2024-12585,2024-10-24,2024-10-26,First Class,CG-1370,Susan Jackson #3,Consumer,East,New York,Office Supplies,Labels,Avery Shipping Labels,152.48,8,0.0,71.17
US-2023-12586,2023-10-11,2023-10-17,Standard Class,CG-1634,Michael Thomas #1,Consumer,West,Colorado,Office Supplies,Art,Dixon Ticonderoga,121.59,9,0.0,31.25
US-2023-12587,2023-05-09,2023-05-14,Standard Class,CG-1601,David Moore #9,Consumer,East,Georgia,Furniture,Chairs,HON Executive Chair,3878.46,8,0.2,185.76
US-2024-12588,2024-12-25,2024-12-30,Standard Class,CG-1743,John Smith #5,Corporate,South,Alabama,Office Supplies,Art,Sanford Colorific Pencils,8.34,1,0.0,4.15
US-2023-12589,2023-04-03,2023-04-07,Second Class,CG-1629,Susan Jackson #8,Consumer,East,Florida,Office Supplies,Envelopes,Recycled Mailers,16.52,2,0.0,7.53
US-2021-12590,2021-12-28,2022-01-04,Standard Class,CG-1602,James Wilson #3,Consumer,Central,Illinois,Furniture,Tables,Bretford Rectangular Table,920.23,3,0.4,-102.27
US-2021-12591,2021-06-03,2021-06-05,First Class,CG-1701,William Taylor #8,Corporate,East,Ohio,Technology,Copiers,Xerox WorkCentre,9076.8,4,0.0,3127.04
US-2021-12592,2021-10-26,2021-10-31,Standard Class,CG-1585,Michael Thomas #1,Corporate,Central,Michigan,Office Supplies,Supplies,Fiskars Scissors,272.69,11,0.0,64.01
US-2024-12593,2024-11-13,2024-11-15,First Class,CG-1710,Patricia Anderson #7,Home Office,Central,Indiana,Office Supplies,Fasteners,Staple remover,45.2,8,0.0,13.02
US-2021-12594,2021-09-17,2021-09-22,Standard Class,CG-1017,Michael Thomas #9,Consumer,West,Colorado,Office Supplies,Envelopes,Recycled Mailers,134.4,6,0.0,42.73
US-2022-12595,2022-03-14,2022-03-19,Standard Class,CG-1743,William Taylor #2,Corporate,West,Arizona,Furniture,Bookcases,Sauder Classic Bookcase,1677.97,7,0.0,346.13
US-2023-12596,2023-08-17,2023-08-23,Standard Class,CG-1399,Maria Garcia #4,Home Office,West,Colorado,Technology,Copiers,Canon imageCLASS,12005.01,9,0.0,3726.35
US-2021-12597,2021-12-28,2022-01-04,Standard Class,CG-1730,Patricia Anderson #6,Consumer,Central,Minnesota,Technology,Phones,Cisco IP Phone,730.71,2,0.1,91.29
US-2021-12598,2021-11-02,2021-11-08,Standard Class,CG-1452,Karen White #2,Consumer,East,Florida,Furniture,Tables,Riverside Folding Table,841.17,4,0.45,-96.7
US-2023-12599,2023-10-04,2023-10-04,Same Day,CG-1659,Linda Martinez #3,Home Office,West,Washington,Furniture,Furnishings,Office Star Chair Mat,579.44,8,0.0,105.04
US-2022-12600,2022-11-09,2022-11-11,First Class,CG-1030,Susan Jackson #5,Consumer,East,Georgia,Technology,Copiers,Xerox WorkCentre,24740.3,13,0.0,7714.31
US-2021-12601,2021-06-06,2021-06-13,Standard Class,CG-1585,James Wilson #2,Home Office,South,Tennessee,Office Supplies,Art,Avery Flip-Chart Markers,127.35,9,0.0,42.54
US-2024-12602,2024-04-13,2024-04-20,Standard Class,CG-1080,James Wilson #2,Home Office,East,Florida,Furniture,Furnishings,DAX Metal Frame,445.23,9,0.0,42.92
US-2022-12603,2022-09-11,2022-09-18,Standard Class,CG-1370,James Wilson #5,Corporate,Central,Minnesota,Technology,Phones,Cisco IP Phone,1699.7,5,0.0,408.86
US-2022-12604,2022-06-16,2022-06-21,Standard Class,CG-1251,Susan Jackson #2,Consumer,West,Oregon,Technology,Accessories,HP Mouse,30.97,1,0.0,10.05
US-2024-12605,2024-12-26,2025-01-01,Standard Class,CG-1019,David Moore #6,Consumer,East,Florida,Office Supplies,Binders,Avery Non-Stick Binder,344.16,9,0.0,80.72
US-2024-12606,2024-09-15,2024-09-22,Standard Class,CG-1489,Karen White #5,Home Office,East,New York,Technology,Accessories,Belkin USB Cables,205.59,7,0.0,56.0
US-2024-12607,2024-11-27,2024-12-03,Standard Class,CG-1413,Linda Martinez #4,Consumer,Central,Texas,Furniture,Tables,Bevis Conference Table,5927.12,8,0.0,783.76
US-2024-12608,2024-11-07,2024-11-08,First Class,CG-1258,Michael Thomas 7,Consumer,West,Washington,Technology,Copiers,Canon imageCLASS,21531.58,14,0.0,3346.98
US-2023-12609,2023-06-19,2023-06-24,Standard Class,CG-1476,Michael Thomas #3,Corporate,Central,Illinois,Furniture,Bookcases,Bush Saratoga Bookcase,2624.6,10,0.0,188.41
US-2021-12610,2021-01-28,2021-02-02,Standard Class,CG-1019,Patricia Anderson #4,Consumer,Central,Minnesota,Technology,Machines,Fellowes Shredder,235.91,1,0.0,63.19
US-2023-12611,2023-12-01,2023-12-07,Standard Class,CG-1323,Robert Johnson #5,Home Office,East,Georgia,Furniture,Chairs,HON Executive Chair,2847.0,10,0.0,589.69
US-2023-12612,2023-01-04,2023-01-06,First Class,CG-1745,Susan Jackson #4,Consumer,East,New Jersey,Technology,Accessories,HP Mouse,344.12,7,0.0,84.68
US-2022-12613,2022-11-08,2022-11-10,First Class,CG-1085,Michael Thomas #3,Consumer,South,Louisiana,Technology,Accessories,Logitech Keyboard,242.08,5,0.2,44.21
US-2023-12614,2023-12-02,2023-12-06,Second Class,CG-1377,Robert Johnson #4,Corporate,West,Washington,Technology,Machines,Canon Copier,11101.92,8,0.0,3082.87
US-2024-12615,2024-04-12,2024-04-16,Second Class,CG-1177,Michael Thomas #5,Corporate,West,Colorado,Technology,Phones,iPhone Accessories Kit,1022.85,9,0.0,246.5
US-2021-12616,2021-05-03,2021-05-04,First Class,CG-1351,William Taylor #7,Corporate,Central,Minnesota,Office Supplies,Paper,Hammermill Copy Plus,396.98,14,0.15,130.08
US-2024-12617,2024-02-26,2024-02-29,Second Class,CG-1783,James Wilson #1,Home Office,East,Florida,Technology,Accessories,Plantronics Headset,1370.48,8,0.0,272.69
US-2023-12618,2023-07-20,2023-07-27,Standard Class,CG-1427,Karen White #6,Consumer,East,Ohio,Office Supplies,Storage,SAFCO Mobile Tub File,794.56,13,0.0,342.18
US-2021-12619,2021-02-13,2021-02-17,Second Class,CG-1323,David Moore #5,Consumer,West,Arizona,Office Supplies,Fasteners,Acme Staple Gun,163.52,8,0.0,44.09
US-2022-12620,2022-06-25,2022-06-29,Second Class,CG-1363,John Smith #8,Corporate,West,Washington,Furniture,Bookcases,Sauder Classic Bookcase,187.72,1,0.1,-1.6
US-2022-12621,2022-09-01,2022-09-03,First Class,CG-1763,Susan Jackson #3,Corporate,Central,Minnesota,Technology,Phones,iPhone Accessories Kit,1845.14,11,0.0,625.72
US-2022-12622,2022-12-01,2022-12-03,First Class,CG-1750,Jennifer Lee #9,Home Office,Central,Michigan,Office Supplies,Envelopes,Poly String Clasp Env,70.5,5,0.0,30.95
US-2022-12623,2022-10-20,2022-10-27,Standard Class,CG-1543,Robert Johnson #9,Home Office,Central,Illinois,Technology,Machines,Canon Copier,9076.14,9,0.0,2354.25
US-2021-12624,2021-12-22,2021-12-24,First Class,CG-1575,Michael Thomas #6,Consumer,East,New Jersey,Office Supplies,Art,Avery Flip-Chart Markers,41.44,4,0.0,15.26
US-2023-12625,2023-10-13,2023-10-16,Second Class,CG-1214,Robert Johnson #8,Corporate,Central,Michigan,Technology,Copiers,Canon imageCLASS,18652.92,11,0.0,2811.16
US-2024-12626,2024-02-12,2024-02-18,Standard Class,CG-1046,James Wilson #7,Consumer,West,Arizona,Furniture,Chairs,Mesh Office Chair,1482.8,8,0.0,342.9
US-2021-12627,2021-11-15,2021-11-15,Same Day,CG-1261,James Wilson #1,Consumer,East,New Jersey,Furniture,Bookcases,Sauder Classic Bookcase,974.64,8,0.0,106.8
US-2022-12628,2022-10-21,2022-10-27,Standard Class,CG-1184,Susan Jackson #2,Consumer,West,Arizona,Furniture,Chairs,HON Executive Chair,578.65,1,0.0,85.44
US-2023-12629,2023-11-05,2023-11-06,First Class,CG-1453,Patricia Anderson #7,Consumer,South,Alabama,Furniture,Furnishings,Office Star Chair Mat,64.21,1,0.0,7.66
US-2021-12630,2021-06-18,2021-06-25,Standard Class,CG-1338,Robert Johnson #1,Corporate,South,Virginia,Technology,Phones,Samsung Galaxy Tab,1471.98,2,0.0,273.34
US-2024-12631,2024-01-10,2024-01-17,Standard Class,CG-1679,Linda Martinez #2,Home Office,East,Georgia,Office Supplies,Labels,Avery Address Labels,129.78,9,0.0,31.73
US-2022-12632,2022-06-07,2022-06-13,Standard Class,CG-1659,Linda Martinez #8,Consumer,East,New Jersey,Technology,Machines,HP LaserJet Printer,2302.65,7,0.0,543.45
US-2022-12633,2022-12-03,2022-12-10,Standard Class,CG-1047,Karen White #2,Corporate,West,California,Furniture,Chairs,Mesh Office Chair,2041.28,8,0.0,319.69
US-2024-12634,2024-10-02,2024-10-06,Second Class,CG-1230,Karen White #4,Corporate,West,Colorado,Office Supplies,Envelopes,Recycled Mailers,94.38,6,0.0,35.65
US-2024-12635,2024-06-28,2024-07-02,Second Class,CG-1494,David Moore #5,Corporate,Central,Minnesota,Office Supplies,Binders,GBC DocuBind,834.12,12,0.0,221.24
US-2024-12636,2024-09-11,2024-09-16,Standard Class,CG-1026,Jennifer Lee #1,Consumer,East,Ohio,Technology,Accessories,Belkin USB Cables,42.0,4,0.0,10.87
US-2022-12637,2022-01-13,2022-01-13,Same Day,CG-1434,Linda Martinez #9,Corporate,East,Ohio,Furniture,Tables,Bretford Rectangular Table,4217.29,7,0.0,286.24
US-2021-12638,2021-03-04,2021-03-09,Standard Class,CG-1230,William Taylor #4,Consumer,Central,Indiana,Technology,Accessories,Plantronics Headset,252.92,2,0.0,87.6
US-2021-12639,2021-12-26,2021-12-26,Same Day,CG-1170,Patricia Anderson #9,Home Office,East,New Jersey,Office Supplies,Binders,GBC DocuBind,693.72,9,0.0,155.2
US-2023-12640,2023-01-23,2023-01-24,First Class,CG-1000,Susan Jackson #9,Consumer,East,Ohio,Furniture,Furnishings,Office Star Chair Mat,55.09,2,0.3,-4.78
US-2024-12641,2024-12-14,2024-12-15,First Class,CG-1006,Michael Thomas #9,Consumer,South,Virginia,Technology,Accessories,HP Mouse,530.18,14,0.0,127.46
US-2024-12642,2024-07-09,2024-07-16,Standard Class,CG-1651,Jennifer Lee #5,Home Office,Central,Texas,Technology,Accessories,Plantronics Headset,1449.28,14,0.0,314.69
US-2023-12643,2023-12-06,2023-12-12,Standard Class,CG-1397,William Taylor #7,Consumer,South,Louisiana,Furniture,Furnishings,DAX Metal Frame,324.35,13,0.0,40.47
US-2022-12644,2022-01-22,2022-01-26,Second Class,CG-1359,William Taylor #2,Corporate,Central,Texas,Technology,Phones,Cisco IP Phone,403.67,1,0.0,126.0
US-2024-12645,2024-09-24,2024-09-27,Second Class,CG-1657,Susan Jackson 6,Consumer,West,California,Furniture,Furnishings,Office Star Chair Mat,856.44,12,0.0,104.73
US-2022-12646,2022-10-08,2022-10-10,First Class,CG-1677,Linda Martinez #1,Consumer,West,Washington,Office Supplies,Binders,Cardinal HOLDit Binder,336.76,12,0.3,26.7
US-2021-12647,2021-12-12,2021-12-12,Same Day,CG-1510,Jennifer Lee #4,Consumer,West,Washington,Technology,Accessories,HP Mouse,234.22,7,0.0,78.83
US-2022-12648,2022-05-10,2022-05-12,First Class,CG-1308,Robert Johnson #4,Corporate,West,Nevada,Furniture,Tables,Riverside Folding Table,1811.94,8,0.3,-240.61
US-2022-12649,2022-03-24,2022-03-30,Standard Class,CG-1356,James Wilson #9,Home Office,West,Colorado,Office Supplies,Storage,SAFCO Mobile Tub File,135.72,2,0.0,49.8
US-2024-12650,2024-11-05,2024-11-10,Standard Class,CG-1228,James Wilson #1,Corporate,West,Washington,Technology,Phones,iPhone Accessories Kit,2061.5,14,0.0,714.43
US-2021-12651,2021-04-20,2021-04-27,Standard Class,CG-1780,Maria Garcia #7,Consumer,West,Nevada,Furniture,Tables,Riverside Folding Table,3965.64,14,0.0,460.86
US-2021-12652,2021-09-16,2021-09-22,Standard Class,CG-1334,John Smith #1,Corporate,West,Oregon,Furniture,Tables,Bretford Rectangular Table,1981.68,6,0.0,381.15
US-2024-12653,2024-06-09,2024-06-12,Second Class,CG-1507,David Moore #4,Consumer,East,Georgia,Technology,Copiers,Xerox WorkCentre,16797.46,9,0.2,1295.78
US-2023-12654,2023-03-18,2023-03-23,Standard Class,CG-1110,Jennifer Lee #7,Home Office,South,Tennessee,Technology,Phones,Motorola Smart Phone,3031.6,11,0.0,605.3
US-2023-12655,2023-10-10,2023-10-16,Standard Class,CG-1656,William Taylor #2,Corporate,West,Colorado,Office Supplies,Paper,Xerox 1967,318.4,5,0.0,84.92
US-2022-12656,2022-10-26,2022-11-01,Standard Class,CG-1107,Patricia Anderson #7,Consumer,West,Colorado,Technology,Phones,iPhone Accessories Kit,192.52,2,0.0,47.74
US-2023-12657,2023-10-07,2023-10-08,First Class,CG-1029,David Moore #3,Consumer,Central,Texas,Furniture,Bookcases,Sauder Classic Bookcase,415.4,5,0.0,75.36
US-2021-12658,2021-03-28,2021-04-02,Standard Class,CG-1425,William Taylor #6,Consumer,East,Georgia,Technology,Machines,Canon Copier,7451.1,10,0.0,1597.44
